location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Spain,2021-01-15,80+,6.98,0.03
Spain,2021-01-22,18-24,1.03,0.05
Spain,2021-01-22,25-49,2.87,0.14
Spain,2021-01-22,50-59,3.63,0.2
Spain,2021-01-22,60-69,2.72,0.16
Spain,2021-01-22,70-79,1.21,0.2
Spain,2021-01-22,80+,7.74,1.19
Spain,2021-01-29,18-24,1.14,0.25
Spain,2021-01-29,25-49,3.11,0.71
Spain,2021-01-29,50-59,3.94,0.93
Spain,2021-01-29,60-69,2.93,0.73
Spain,2021-01-29,70-79,1.27,0.64
Spain,2021-01-29,80+,8.04,4.23
Spain,2021-02-05,18-24,1.27,0.63
Spain,2021-02-05,25-49,3.31,1.89
Spain,2021-02-05,50-59,4.17,2.4
Spain,2021-02-05,60-69,3.1,1.83
Spain,2021-02-05,70-79,1.33,0.99
Spain,2021-02-05,80+,8.34,6.37
Spain,2021-02-12,18-24,1.54,0.94
Spain,2021-02-12,25-49,3.91,2.69
Spain,2021-02-12,50-59,4.78,3.42
Spain,2021-02-12,60-69,3.48,2.56
Spain,2021-02-12,70-79,1.41,1.15
Spain,2021-02-12,80+,8.97,7.28
Spain,2021-02-19,18-24,2.08,1.1
Spain,2021-02-19,25-49,4.75,3.01
Spain,2021-02-19,50-59,5.67,3.82
Spain,2021-02-19,60-69,4.0,2.85
Spain,2021-02-19,70-79,1.65,1.22
Spain,2021-02-19,80+,14.25,7.67
Spain,2021-02-26,18-24,2.71,1.2
Spain,2021-02-26,25-49,6.15,3.17
Spain,2021-02-26,50-59,6.8,4.01
Spain,2021-02-26,60-69,4.55,2.99
Spain,2021-02-26,70-79,2.16,1.28
Spain,2021-02-26,80+,25.47,8.0
Spain,2021-03-05,18-24,3.21,1.36
Spain,2021-03-05,25-49,7.68,3.52
Spain,2021-03-05,50-59,7.89,4.43
Spain,2021-03-05,60-69,4.91,3.3
Spain,2021-03-05,70-79,2.67,1.36
Spain,2021-03-05,80+,39.05,8.62
Spain,2021-03-12,18-24,3.82,1.66
Spain,2021-03-12,25-49,9.01,3.99
Spain,2021-03-12,50-59,9.14,5.03
Spain,2021-03-12,60-69,5.1,3.86
Spain,2021-03-12,70-79,2.98,1.59
Spain,2021-03-12,80+,48.23,13.69
Spain,2021-03-19,18-24,3.98,1.93
Spain,2021-03-19,25-49,9.24,4.34
Spain,2021-03-19,50-59,9.36,5.52
Spain,2021-03-19,60-69,5.21,4.43
Spain,2021-03-19,70-79,3.16,2.05
Spain,2021-03-19,80+,54.61,23.74
Spain,2021-03-26,18-24,4.69,2.08
Spain,2021-03-26,25-49,10.28,4.54
Spain,2021-03-26,50-59,10.89,5.79
Spain,2021-03-26,60-69,8.07,4.79
Spain,2021-03-26,70-79,3.49,2.55
Spain,2021-03-26,80+,64.45,36.88
Spain,2021-04-02,18-24,5.07,2.12
Spain,2021-04-02,25-49,10.89,4.6
Spain,2021-04-02,50-59,11.82,5.89
Spain,2021-04-02,60-69,14.73,4.93
Spain,2021-04-02,70-79,5.05,2.82
Spain,2021-04-02,80+,79.56,44.66
Spain,2021-04-09,18-24,5.37,2.18
Spain,2021-04-09,25-49,11.19,4.68
Spain,2021-04-09,50-59,12.34,6.0
Spain,2021-04-09,60-69,26.88,5.08
Spain,2021-04-09,70-79,19.67,3.02
Spain,2021-04-09,80+,94.68,51.68
Spain,2021-04-16,18-24,5.46,2.25
Spain,2021-04-16,25-49,11.34,4.76
Spain,2021-04-16,50-59,12.64,6.11
Spain,2021-04-16,60-69,37.46,5.22
Spain,2021-04-16,70-79,44.06,3.29
Spain,2021-04-16,80+,98.34,60.75
Spain,2021-04-23,18-24,5.57,2.3
Spain,2021-04-23,25-49,11.52,4.82
Spain,2021-04-23,50-59,13.0,6.2
Spain,2021-04-23,60-69,45.46,5.46
Spain,2021-04-23,70-79,65.14,5.02
Spain,2021-04-23,80+,99.76,76.43
Spain,2021-04-30,18-24,5.69,2.37
Spain,2021-04-30,25-49,11.7,4.91
Spain,2021-04-30,50-59,13.33,6.32
Spain,2021-04-30,60-69,55.62,6.32
Spain,2021-04-30,70-79,83.66,20.65
Spain,2021-04-30,80+,100.55,92.58
Spain,2021-05-07,18-24,5.91,2.45
Spain,2021-05-07,25-49,11.96,5.04
Spain,2021-05-07,50-59,15.83,6.51
Spain,2021-05-07,60-69,74.75,6.96
Spain,2021-05-07,70-79,92.41,43.82
Spain,2021-05-07,80+,101.06,96.92
Spain,2021-05-14,18-24,6.22,2.56
Spain,2021-05-14,25-49,12.43,5.24
Spain,2021-05-14,50-59,27.17,6.99
Spain,2021-05-14,60-69,84.36,7.62
Spain,2021-05-14,70-79,95.07,64.93
Spain,2021-05-14,80+,101.45,98.52
Spain,2021-05-21,18-24,6.64,2.69
Spain,2021-05-21,25-49,12.94,5.46
Spain,2021-05-21,50-59,43.5,8.32
Spain,2021-05-21,60-69,87.63,9.91
Spain,2021-05-21,70-79,96.23,81.9
Spain,2021-05-21,80+,101.72,99.26
Spain,2021-05-28,18-24,6.88,3.04
Spain,2021-05-28,25-49,13.39,6.26
Spain,2021-05-28,50-59,58.49,11.7
Spain,2021-05-28,60-69,89.34,15.89
Spain,2021-05-28,70-79,96.87,90.76
Spain,2021-05-28,80+,101.91,99.74
Spain,2021-06-04,18-24,7.17,3.8
Spain,2021-06-04,25-49,15.22,8.18
Spain,2021-06-04,50-59,75.1,22.89
Spain,2021-06-04,60-69,90.64,21.57
Spain,2021-06-04,70-79,97.24,93.74
Spain,2021-06-04,80+,102.05,100.1
Spain,2021-06-11,18-24,7.46,4.57
Spain,2021-06-11,25-49,22.22,10.27
Spain,2021-06-11,50-59,83.16,38.97
Spain,2021-06-11,60-69,91.78,24.97
Spain,2021-06-11,70-79,97.5,95.08
Spain,2021-06-11,80+,102.17,100.36
Spain,2021-06-18,18-24,7.78,5.35
Spain,2021-06-18,25-49,31.4,12.01
Spain,2021-06-18,50-59,85.93,52.67
Spain,2021-06-18,60-69,92.84,29.66
Spain,2021-06-18,70-79,97.68,95.77
Spain,2021-06-18,80+,102.25,100.54
Spain,2021-06-25,18-24,8.21,6.04
Spain,2021-06-25,25-49,40.15,14.71
Spain,2021-06-25,50-59,87.32,68.42
Spain,2021-06-25,60-69,93.53,40.3
Spain,2021-06-25,70-79,97.81,96.13
Spain,2021-06-25,80+,102.32,100.67
Spain,2021-07-02,18-24,9.52,6.68
Spain,2021-07-02,25-49,49.11,21.15
Spain,2021-07-02,50-59,88.45,76.69
Spain,2021-07-02,60-69,94.22,52.9
Spain,2021-07-02,70-79,97.94,96.41
Spain,2021-07-02,80+,102.39,100.78
Sweden,2021-01-01,18-24,0.0,0.0
Sweden,2021-01-01,25-49,0.0,0.0
Sweden,2021-01-01,50-59,0.01,0.0
Sweden,2021-01-01,60-69,0.01,0.0
Sweden,2021-01-01,70-79,0.04,0.0
Sweden,2021-01-01,80+,0.29,0.0
Sweden,2021-01-08,18-24,0.07,0.0
Sweden,2021-01-08,25-49,0.15,0.0
Sweden,2021-01-08,50-59,0.32,0.0
Sweden,2021-01-08,60-69,0.36,0.0
Sweden,2021-01-08,70-79,0.87,0.0
Sweden,2021-01-08,80+,5.41,0.0
Sweden,2021-01-15,18-24,0.32,0.0
Sweden,2021-01-15,25-49,0.71,0.0
Sweden,2021-01-15,50-59,1.23,0.0
Sweden,2021-01-15,60-69,1.14,0.0
Sweden,2021-01-15,70-79,1.8,0.0
Sweden,2021-01-15,80+,10.59,0.0
Sweden,2021-01-22,18-24,0.78,0.01
Sweden,2021-01-22,25-49,1.62,0.02
Sweden,2021-01-22,50-59,2.63,0.05
Sweden,2021-01-22,60-69,2.33,0.07
Sweden,2021-01-22,70-79,2.91,0.18
Sweden,2021-01-22,80+,15.73,1.23
Sweden,2021-01-29,18-24,1.12,0.03
Sweden,2021-01-29,25-49,2.18,0.09
Sweden,2021-01-29,50-59,3.52,0.19
Sweden,2021-01-29,60-69,3.08,0.25
Sweden,2021-01-29,70-79,3.6,0.64
Sweden,2021-01-29,80+,18.85,3.95
Sweden,2021-02-05,18-24,1.31,0.19
Sweden,2021-02-05,25-49,2.48,0.44
Sweden,2021-02-05,50-59,4.03,0.8
Sweden,2021-02-05,60-69,3.56,0.78
Sweden,2021-02-05,70-79,4.2,1.34
Sweden,2021-02-05,80+,21.42,8.01
Sweden,2021-02-12,18-24,1.52,0.42
Sweden,2021-02-12,25-49,2.8,0.92
Sweden,2021-02-12,50-59,4.51,1.58
Sweden,2021-02-12,60-69,4.01,1.51
Sweden,2021-02-12,70-79,4.85,2.26
Sweden,2021-02-12,80+,24.58,12.66
Sweden,2021-02-19,18-24,1.95,0.82
Sweden,2021-02-19,25-49,3.34,1.69
Sweden,2021-02-19,50-59,5.31,2.8
Sweden,2021-02-19,60-69,4.68,2.5
Sweden,2021-02-19,70-79,5.8,3.09
Sweden,2021-02-19,80+,28.45,16.28
Sweden,2021-02-26,18-24,2.5,1.12
Sweden,2021-02-26,25-49,4.06,2.16
Sweden,2021-02-26,50-59,6.36,3.55
Sweden,2021-02-26,60-69,5.62,3.14
Sweden,2021-02-26,70-79,7.05,3.66
Sweden,2021-02-26,80+,35.11,18.71
Sweden,2021-03-05,18-24,3.23,1.25
Sweden,2021-03-05,25-49,5.28,2.4
Sweden,2021-03-05,50-59,7.98,3.93
Sweden,2021-03-05,60-69,6.97,3.53
Sweden,2021-03-05,70-79,8.73,4.22
Sweden,2021-03-05,80+,44.66,21.25
Sweden,2021-03-12,18-24,3.91,1.34
Sweden,2021-03-12,25-49,6.31,2.54
Sweden,2021-03-12,50-59,9.29,4.17
Sweden,2021-03-12,60-69,8.31,3.89
Sweden,2021-03-12,70-79,11.55,5.02
Sweden,2021-03-12,80+,59.81,24.67
Sweden,2021-03-19,18-24,4.06,1.43
Sweden,2021-03-19,25-49,6.52,2.68
Sweden,2021-03-19,50-59,9.6,4.42
Sweden,2021-03-19,60-69,8.82,4.37
Sweden,2021-03-19,70-79,15.03,6.12
Sweden,2021-03-19,80+,71.99,30.26
Sweden,2021-03-26,18-24,4.16,1.5
Sweden,2021-03-26,25-49,6.64,2.8
Sweden,2021-03-26,50-59,9.8,4.63
Sweden,2021-03-26,60-69,9.31,4.96
Sweden,2021-03-26,70-79,21.44,7.51
Sweden,2021-03-26,80+,81.86,37.8
Sweden,2021-04-02,18-24,4.24,1.56
Sweden,2021-04-02,25-49,6.75,2.89
Sweden,2021-04-02,50-59,9.98,4.8
Sweden,2021-04-02,60-69,10.28,5.39
Sweden,2021-04-02,70-79,36.27,8.73
Sweden,2021-04-02,80+,87.97,46.22
Sweden,2021-04-09,18-24,4.33,1.61
Sweden,2021-04-09,25-49,6.86,2.99
Sweden,2021-04-09,50-59,10.14,4.98
Sweden,2021-04-09,60-69,13.22,5.76
Sweden,2021-04-09,70-79,56.32,10.7
Sweden,2021-04-09,80+,90.54,58.13
Sweden,2021-04-16,18-24,4.5,1.67
Sweden,2021-04-16,25-49,7.08,3.08
Sweden,2021-04-16,50-59,10.51,5.14
Sweden,2021-04-16,60-69,27.84,6.1
Sweden,2021-04-16,70-79,78.99,12.78
Sweden,2021-04-16,80+,92.06,64.79
Sweden,2021-04-23,18-24,4.93,1.72
Sweden,2021-04-23,25-49,7.62,3.15
Sweden,2021-04-23,50-59,12.29,5.27
Sweden,2021-04-23,60-69,51.01,6.39
Sweden,2021-04-23,70-79,88.69,14.12
Sweden,2021-04-23,80+,92.75,68.01
Sweden,2021-04-30,18-24,5.68,1.79
Sweden,2021-04-30,25-49,8.66,3.24
Sweden,2021-04-30,50-59,18.74,5.43
Sweden,2021-04-30,60-69,70.47,6.61
Sweden,2021-04-30,70-79,91.43,15.2
Sweden,2021-04-30,80+,93.14,69.6
Sweden,2021-05-07,18-24,6.76,1.95
Sweden,2021-05-07,25-49,10.63,3.5
Sweden,2021-05-07,50-59,30.14,5.83
Sweden,2021-05-07,60-69,80.05,7.14
Sweden,2021-05-07,70-79,92.51,20.31
Sweden,2021-05-07,80+,93.45,77.57
Sweden,2021-05-14,18-24,7.78,2.31
Sweden,2021-05-14,25-49,12.61,4.04
Sweden,2021-05-14,50-59,42.17,6.59
Sweden,2021-05-14,60-69,83.51,7.98
Sweden,2021-05-14,70-79,93.15,28.27
Sweden,2021-05-14,80+,93.68,82.7
Sweden,2021-05-21,18-24,8.63,2.91
Sweden,2021-05-21,25-49,14.68,4.89
Sweden,2021-05-21,50-59,53.59,7.82
Sweden,2021-05-21,60-69,85.1,10.54
Sweden,2021-05-21,70-79,93.64,39.63
Sweden,2021-05-21,80+,93.93,84.93
Sweden,2021-05-28,18-24,9.36,3.45
Sweden,2021-05-28,25-49,16.93,5.68
Sweden,2021-05-28,50-59,61.18,9.08
Sweden,2021-05-28,60-69,86.02,19.27
Sweden,2021-05-28,70-79,94.05,53.32
Sweden,2021-05-28,80+,94.05,86.2
Sweden,2021-06-04,18-24,9.96,4.22
Sweden,2021-06-04,25-49,19.82,6.75
Sweden,2021-06-04,50-59,68.84,11.61
Sweden,2021-06-04,60-69,86.91,36.29
Sweden,2021-06-04,70-79,94.39,63.06
Sweden,2021-06-04,80+,94.16,87.22
Sweden,2021-06-11,18-24,10.66,5.2
Sweden,2021-06-11,25-49,24.71,8.16
Sweden,2021-06-11,50-59,75.39,18.4
Sweden,2021-06-11,60-69,87.75,53.25
Sweden,2021-06-11,70-79,94.69,70.25
Sweden,2021-06-11,80+,94.26,88.01
Sweden,2021-06-18,18-24,11.47,6.32
Sweden,2021-06-18,25-49,31.37,10.2
Sweden,2021-06-18,50-59,79.84,29.39
Sweden,2021-06-18,60-69,88.38,66.51
Sweden,2021-06-18,70-79,94.93,79.65
Sweden,2021-06-18,80+,94.35,88.98
Sweden,2021-06-25,18-24,12.28,7.27
Sweden,2021-06-25,25-49,38.44,11.99
Sweden,2021-06-25,50-59,82.28,39.19
Sweden,2021-06-25,60-69,88.89,74.79
Sweden,2021-06-25,70-79,95.13,84.98
Sweden,2021-06-25,80+,94.42,89.56
Sweden,2021-07-02,18-24,14.9,8.06
Sweden,2021-07-02,25-49,48.18,13.99
Sweden,2021-07-02,50-59,83.88,49.39
Sweden,2021-07-02,60-69,89.31,79.64
Sweden,2021-07-02,70-79,95.3,88.57
Sweden,2021-07-02,80+,94.49,90.03
Uruguay,2021-02-27,12-17,0.0,0.0
Uruguay,2021-02-27,18-24,0.01,0.0
Uruguay,2021-02-27,25-34,0.02,0.0
Uruguay,2021-02-27,35-44,0.03,0.0
Uruguay,2021-02-27,45-54,0.02,0.0
Uruguay,2021-02-27,55-64,0.01,0.0
Uruguay,2021-02-27,65-74,0.0,0.0
Uruguay,2021-02-27,75+,0.0,0.0
Uruguay,2021-02-28,12-17,0.0,0.0
Uruguay,2021-02-28,18-24,0.01,0.0
Uruguay,2021-02-28,25-34,0.02,0.0
Uruguay,2021-02-28,35-44,0.03,0.0
Uruguay,2021-02-28,45-54,0.02,0.0
Uruguay,2021-02-28,55-64,0.01,0.0
Uruguay,2021-02-28,65-74,0.0,0.0
Uruguay,2021-02-28,75+,0.0,0.0
Uruguay,2021-03-01,12-17,0.0,0.0
Uruguay,2021-03-01,18-24,0.32,0.0
Uruguay,2021-03-01,25-34,0.88,0.0
Uruguay,2021-03-01,35-44,1.29,0.0
Uruguay,2021-03-01,45-54,1.13,0.0
Uruguay,2021-03-01,55-64,0.43,0.0
Uruguay,2021-03-01,65-74,0.0,0.0
Uruguay,2021-03-01,75+,0.0,0.0
Uruguay,2021-03-02,12-17,0.0,0.0
Uruguay,2021-03-02,18-24,0.65,0.0
Uruguay,2021-03-02,25-34,1.63,0.0
Uruguay,2021-03-02,35-44,2.3,0.0
Uruguay,2021-03-02,45-54,1.95,0.0
Uruguay,2021-03-02,55-64,0.74,0.0
Uruguay,2021-03-02,65-74,0.0,0.0
Uruguay,2021-03-02,75+,0.0,0.0
Uruguay,2021-03-03,12-17,0.0,0.0
Uruguay,2021-03-03,18-24,1.13,0.0
Uruguay,2021-03-03,25-34,2.71,0.0
Uruguay,2021-03-03,35-44,3.78,0.0
Uruguay,2021-03-03,45-54,3.15,0.0
Uruguay,2021-03-03,55-64,1.18,0.0
Uruguay,2021-03-03,65-74,0.0,0.0
Uruguay,2021-03-03,75+,0.0,0.0
Uruguay,2021-03-04,12-17,0.0,0.0
Uruguay,2021-03-04,18-24,1.35,0.0
Uruguay,2021-03-04,25-34,3.21,0.0
Uruguay,2021-03-04,35-44,4.37,0.0
Uruguay,2021-03-04,45-54,3.64,0.0
Uruguay,2021-03-04,55-64,1.35,0.0
Uruguay,2021-03-04,65-74,0.0,0.0
Uruguay,2021-03-04,75+,0.0,0.0
Uruguay,2021-03-05,12-17,0.0,0.0
Uruguay,2021-03-05,18-24,1.56,0.0
Uruguay,2021-03-05,25-34,3.75,0.0
Uruguay,2021-03-05,35-44,4.97,0.0
Uruguay,2021-03-05,45-54,4.13,0.0
Uruguay,2021-03-05,55-64,1.53,0.0
Uruguay,2021-03-05,65-74,0.0,0.0
Uruguay,2021-03-05,75+,0.0,0.0
Uruguay,2021-03-06,12-17,0.0,0.0
Uruguay,2021-03-06,18-24,1.56,0.0
Uruguay,2021-03-06,25-34,3.75,0.0
Uruguay,2021-03-06,35-44,4.97,0.0
Uruguay,2021-03-06,45-54,4.13,0.0
Uruguay,2021-03-06,55-64,1.53,0.0
Uruguay,2021-03-06,65-74,0.0,0.0
Uruguay,2021-03-06,75+,0.0,0.0
Uruguay,2021-03-07,12-17,0.0,0.0
Uruguay,2021-03-07,18-24,1.56,0.0
Uruguay,2021-03-07,25-34,3.75,0.0
Uruguay,2021-03-07,35-44,4.97,0.0
Uruguay,2021-03-07,45-54,4.13,0.0
Uruguay,2021-03-07,55-64,1.53,0.0
Uruguay,2021-03-07,65-74,0.0,0.0
Uruguay,2021-03-07,75+,0.0,0.0
Uruguay,2021-03-08,12-17,0.0,0.0
Uruguay,2021-03-08,18-24,1.6,0.0
Uruguay,2021-03-08,25-34,3.88,0.0
Uruguay,2021-03-08,35-44,5.15,0.0
Uruguay,2021-03-08,45-54,4.29,0.0
Uruguay,2021-03-08,55-64,8.2,0.0
Uruguay,2021-03-08,65-74,0.0,0.0
Uruguay,2021-03-08,75+,0.0,0.0
Uruguay,2021-03-09,12-17,0.0,0.0
Uruguay,2021-03-09,18-24,1.7,0.0
Uruguay,2021-03-09,25-34,4.1,0.0
Uruguay,2021-03-09,35-44,5.42,0.0
Uruguay,2021-03-09,45-54,4.53,0.0
Uruguay,2021-03-09,55-64,12.86,0.0
Uruguay,2021-03-09,65-74,0.0,0.0
Uruguay,2021-03-09,75+,0.01,0.0
Uruguay,2021-03-10,12-17,0.0,0.0
Uruguay,2021-03-10,18-24,1.86,0.0
Uruguay,2021-03-10,25-34,4.46,0.0
Uruguay,2021-03-10,35-44,5.81,0.0
Uruguay,2021-03-10,45-54,4.91,0.0
Uruguay,2021-03-10,55-64,17.84,0.0
Uruguay,2021-03-10,65-74,0.01,0.0
Uruguay,2021-03-10,75+,0.01,0.0
Uruguay,2021-03-11,12-17,0.0,0.0
Uruguay,2021-03-11,18-24,2.07,0.0
Uruguay,2021-03-11,25-34,4.89,0.0
Uruguay,2021-03-11,35-44,6.37,0.0
Uruguay,2021-03-11,45-54,5.71,0.0
Uruguay,2021-03-11,55-64,21.26,0.0
Uruguay,2021-03-11,65-74,0.04,0.0
Uruguay,2021-03-11,75+,0.01,0.0
Uruguay,2021-03-12,12-17,0.0,0.0
Uruguay,2021-03-12,18-24,2.21,0.0
Uruguay,2021-03-12,25-34,5.98,0.0
Uruguay,2021-03-12,35-44,7.91,0.0
Uruguay,2021-03-12,45-54,7.01,0.0
Uruguay,2021-03-12,55-64,22.06,0.0
Uruguay,2021-03-12,65-74,0.2,0.0
Uruguay,2021-03-12,75+,0.03,0.0
Uruguay,2021-03-13,12-17,0.0,0.0
Uruguay,2021-03-13,18-24,2.27,0.0
Uruguay,2021-03-13,25-34,6.43,0.0
Uruguay,2021-03-13,35-44,8.6,0.0
Uruguay,2021-03-13,45-54,7.61,0.0
Uruguay,2021-03-13,55-64,22.48,0.0
Uruguay,2021-03-13,65-74,0.31,0.0
Uruguay,2021-03-13,75+,0.04,0.0
Uruguay,2021-03-14,12-17,0.0,0.0
Uruguay,2021-03-14,18-24,2.27,0.0
Uruguay,2021-03-14,25-34,6.43,0.0
Uruguay,2021-03-14,35-44,8.6,0.0
Uruguay,2021-03-14,45-54,7.61,0.0
Uruguay,2021-03-14,55-64,22.48,0.0
Uruguay,2021-03-14,65-74,0.31,0.0
Uruguay,2021-03-14,75+,0.04,0.0
Uruguay,2021-03-15,12-17,0.0,0.0
Uruguay,2021-03-15,18-24,2.33,0.0
Uruguay,2021-03-15,25-34,6.74,0.0
Uruguay,2021-03-15,35-44,9.04,0.0
Uruguay,2021-03-15,45-54,8.27,0.0
Uruguay,2021-03-15,55-64,23.22,0.0
Uruguay,2021-03-15,65-74,0.89,0.0
Uruguay,2021-03-15,75+,0.05,0.0
Uruguay,2021-03-16,12-17,0.0,0.0
Uruguay,2021-03-16,18-24,2.35,0.0
Uruguay,2021-03-16,25-34,6.79,0.0
Uruguay,2021-03-16,35-44,9.13,0.0
Uruguay,2021-03-16,45-54,8.6,0.0
Uruguay,2021-03-16,55-64,23.77,0.0
Uruguay,2021-03-16,65-74,1.43,0.0
Uruguay,2021-03-16,75+,0.37,0.0
Uruguay,2021-03-17,12-17,0.0,0.0
Uruguay,2021-03-17,18-24,2.46,0.0
Uruguay,2021-03-17,25-34,6.99,0.0
Uruguay,2021-03-17,35-44,9.24,0.0
Uruguay,2021-03-17,45-54,8.93,0.0
Uruguay,2021-03-17,55-64,24.36,0.0
Uruguay,2021-03-17,65-74,2.02,0.0
Uruguay,2021-03-17,75+,0.59,0.0
Uruguay,2021-03-18,12-17,0.0,0.0
Uruguay,2021-03-18,18-24,2.52,0.0
Uruguay,2021-03-18,25-34,7.09,0.0
Uruguay,2021-03-18,35-44,9.3,0.0
Uruguay,2021-03-18,45-54,11.01,0.0
Uruguay,2021-03-18,55-64,28.04,0.0
Uruguay,2021-03-18,65-74,6.34,0.0
Uruguay,2021-03-18,75+,0.63,0.0
Uruguay,2021-03-19,12-17,0.0,0.0
Uruguay,2021-03-19,18-24,2.64,0.0
Uruguay,2021-03-19,25-34,7.25,0.0
Uruguay,2021-03-19,35-44,9.39,0.0
Uruguay,2021-03-19,45-54,13.03,0.0
Uruguay,2021-03-19,55-64,31.61,0.0
Uruguay,2021-03-19,65-74,10.57,0.0
Uruguay,2021-03-19,75+,0.66,0.0
Uruguay,2021-03-20,12-17,0.0,0.0
Uruguay,2021-03-20,18-24,2.64,0.0
Uruguay,2021-03-20,25-34,7.25,0.0
Uruguay,2021-03-20,35-44,9.4,0.0
Uruguay,2021-03-20,45-54,13.75,0.0
Uruguay,2021-03-20,55-64,32.88,0.0
Uruguay,2021-03-20,65-74,12.1,0.0
Uruguay,2021-03-20,75+,0.67,0.0
Uruguay,2021-03-21,12-17,0.0,0.0
Uruguay,2021-03-21,18-24,2.64,0.0
Uruguay,2021-03-21,25-34,7.25,0.0
Uruguay,2021-03-21,35-44,9.4,0.0
Uruguay,2021-03-21,45-54,13.75,0.0
Uruguay,2021-03-21,55-64,32.88,0.0
Uruguay,2021-03-21,65-74,12.1,0.0
Uruguay,2021-03-21,75+,0.67,0.0
Uruguay,2021-03-22,12-17,0.0,0.0
Uruguay,2021-03-22,18-24,2.77,0.0
Uruguay,2021-03-22,25-34,7.56,0.0
Uruguay,2021-03-22,35-44,9.76,0.0
Uruguay,2021-03-22,45-54,15.22,0.0
Uruguay,2021-03-22,55-64,35.3,0.0
Uruguay,2021-03-22,65-74,14.96,0.0
Uruguay,2021-03-22,75+,5.35,0.0
Uruguay,2021-03-23,12-17,0.0,0.0
Uruguay,2021-03-23,18-24,2.99,0.0
Uruguay,2021-03-23,25-34,7.93,0.0
Uruguay,2021-03-23,35-44,10.17,0.0
Uruguay,2021-03-23,45-54,16.63,0.0
Uruguay,2021-03-23,55-64,37.5,0.0
Uruguay,2021-03-23,65-74,17.5,0.0
Uruguay,2021-03-23,75+,9.49,0.0
Uruguay,2021-03-24,12-17,0.0,0.0
Uruguay,2021-03-24,18-24,3.34,0.0
Uruguay,2021-03-24,25-34,8.37,0.0
Uruguay,2021-03-24,35-44,10.72,0.0
Uruguay,2021-03-24,45-54,18.11,0.0
Uruguay,2021-03-24,55-64,39.77,0.0
Uruguay,2021-03-24,65-74,19.96,0.0
Uruguay,2021-03-24,75+,12.48,0.0
Uruguay,2021-03-25,12-17,0.0,0.0
Uruguay,2021-03-25,18-24,3.8,0.0
Uruguay,2021-03-25,25-34,8.92,0.0
Uruguay,2021-03-25,35-44,11.36,0.0
Uruguay,2021-03-25,45-54,20.06,0.0
Uruguay,2021-03-25,55-64,42.71,0.0
Uruguay,2021-03-25,65-74,23.27,0.0
Uruguay,2021-03-25,75+,15.25,0.0
Uruguay,2021-03-26,12-17,0.0,0.0
Uruguay,2021-03-26,18-24,4.24,0.0
Uruguay,2021-03-26,25-34,9.46,0.0
Uruguay,2021-03-26,35-44,12.01,0.0
Uruguay,2021-03-26,45-54,21.92,0.0
Uruguay,2021-03-26,55-64,45.48,0.0
Uruguay,2021-03-26,65-74,26.29,0.0
Uruguay,2021-03-26,75+,17.84,0.0
Uruguay,2021-03-27,12-17,0.0,0.0
Uruguay,2021-03-27,18-24,4.34,0.0
Uruguay,2021-03-27,25-34,9.58,0.0
Uruguay,2021-03-27,35-44,12.16,0.0
Uruguay,2021-03-27,45-54,22.52,0.0
Uruguay,2021-03-27,55-64,46.41,0.0
Uruguay,2021-03-27,65-74,27.33,0.0
Uruguay,2021-03-27,75+,18.85,0.0
Uruguay,2021-03-28,12-17,0.0,0.0
Uruguay,2021-03-28,18-24,4.34,0.0
Uruguay,2021-03-28,25-34,9.58,0.0
Uruguay,2021-03-28,35-44,12.16,0.0
Uruguay,2021-03-28,45-54,22.52,0.0
Uruguay,2021-03-28,55-64,46.41,0.0
Uruguay,2021-03-28,65-74,27.33,0.0
Uruguay,2021-03-28,75+,18.85,0.0
Uruguay,2021-03-29,12-17,0.0,0.0
Uruguay,2021-03-29,18-24,5.66,0.27
Uruguay,2021-03-29,25-34,11.09,0.8
Uruguay,2021-03-29,35-44,13.86,1.2
Uruguay,2021-03-29,45-54,23.8,1.08
Uruguay,2021-03-29,55-64,47.09,0.43
Uruguay,2021-03-29,65-74,28.02,0.0
Uruguay,2021-03-29,75+,21.42,0.01
Uruguay,2021-03-30,12-17,0.0,0.0
Uruguay,2021-03-30,18-24,7.06,0.56
Uruguay,2021-03-30,25-34,12.67,1.51
Uruguay,2021-03-30,35-44,15.67,2.15
Uruguay,2021-03-30,45-54,25.14,1.88
Uruguay,2021-03-30,55-64,47.75,0.75
Uruguay,2021-03-30,65-74,28.66,0.0
Uruguay,2021-03-30,75+,23.95,0.02
Uruguay,2021-03-31,12-17,0.0,0.0
Uruguay,2021-03-31,18-24,8.41,1.0
Uruguay,2021-03-31,25-34,14.22,2.51
Uruguay,2021-03-31,35-44,17.45,3.56
Uruguay,2021-03-31,45-54,26.5,3.04
Uruguay,2021-03-31,55-64,48.39,1.2
Uruguay,2021-03-31,65-74,29.36,0.0
Uruguay,2021-03-31,75+,26.37,0.03
Uruguay,2021-04-01,12-17,0.0,0.0
Uruguay,2021-04-01,18-24,9.85,1.19
Uruguay,2021-04-01,25-34,15.83,2.98
Uruguay,2021-04-01,35-44,19.3,4.13
Uruguay,2021-04-01,45-54,27.96,3.51
Uruguay,2021-04-01,55-64,49.06,1.36
Uruguay,2021-04-01,65-74,30.25,0.0
Uruguay,2021-04-01,75+,28.69,0.04
